credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
646,1,0,57,6,90212.0,1,1,0,13911.27,1
628,0,0,29,9,71996.29,1,1,1,34857.46,0
528,0,0,32,4,85615.66,2,1,0,156192.43,0
432,0,0,27,6,62339.81,2,0,0,53874.67,0
622,2,0,47,6,142319.03,1,0,0,100183.05,0
721,0,1,54,5,0.0,2,1,1,4493.12,0
614,2,1,36,5,0.0,2,1,0,130610.78,0
634,0,0,24,2,87413.19,1,1,0,63340.65,0
742,0,0,29,4,0.0,2,1,1,180066.59,0
516,0,0,45,4,0.0,1,1,0,95273.73,1
718,0,1,35,3,97560.16,1,1,1,53511.74,0
636,1,1,30,8,141787.31,2,1,1,109685.61,0
691,2,1,36,7,129934.64,1,0,0,75664.56,1
698,0,0,37,2,166178.02,2,1,1,71972.95,0
712,2,0,39,5,163097.55,2,1,1,23702.42,0
659,0,1,20,8,0.0,2,0,0,112572.02,0
573,2,1,44,8,0.0,2,0,0,62424.46,0
778,1,0,35,1,151958.19,3,1,1,131238.37,1
732,0,1,46,0,0.0,2,1,1,184350.78,0
550,1,1,33,4,118400.91,1,0,1,13999.64,1
790,2,1,20,8,0.0,2,1,0,168152.76,0
665,1,0,43,2,116322.27,4,1,0,35640.12,1
728,2,0,43,5,0.0,1,1,1,120088.17,0
645,2,0,29,4,0.0,2,1,1,74346.11,0
647,1,1,30,6,143138.91,2,1,0,2955.46,0
596,2,1,32,4,0.0,2,0,1,146504.35,0
610,0,1,40,9,0.0,1,1,1,149602.54,0
512,0,1,36,0,129804.17,1,1,0,53020.9,0
768,1,1,37,9,108308.11,1,1,0,41788.25,1
666,1,1,30,3,110153.27,1,0,1,74849.46,0
700,1,0,30,4,116377.48,1,1,1,134417.31,0
651,1,0,37,10,117791.06,2,1,1,75837.58,0
542,2,0,26,2,0.0,2,1,1,54869.54,0
686,0,0,35,8,105419.73,1,1,0,35356.46,0
850,1,0,47,4,99219.47,2,1,1,122141.13,0
658,1,0,55,8,119327.93,1,0,1,119439.66,0
448,0,0,36,6,83947.12,2,1,0,81999.53,0
609,2,1,32,4,99883.16,1,1,1,120594.85,0
704,0,1,50,4,165438.26,1,1,0,120770.75,1
698,0,1,31,1,156111.24,1,0,0,134790.74,0
759,0,1,44,2,111095.58,2,1,0,100137.7,0
677,0,0,56,0,119963.45,1,0,0,158325.87,1
544,2,1,22,4,0.0,2,1,0,70007.67,0
567,2,1,35,8,153137.74,1,1,0,88659.07,0
490,2,1,40,6,156111.08,1,0,0,190889.13,0
626,0,1,34,7,113014.7,2,1,1,56646.28,0
718,1,1,43,5,132615.73,2,1,0,32999.1,0
616,0,1,44,5,102016.38,1,0,1,178235.37,1
772,0,0,35,9,0.0,1,0,1,25448.31,0
561,0,1,32,5,0.0,2,1,0,84871.99,0
814,0,1,49,8,0.0,2,0,0,157822.54,0
651,0,0,56,4,0.0,1,0,0,84383.22,1
538,1,0,42,4,80380.24,1,1,0,119216.46,0
600,0,0,26,6,108909.12,1,1,0,82547.01,0
654,0,0,35,2,90865.8,1,1,1,86764.46,0
622,0,1,40,4,99799.76,2,1,0,197372.13,0
682,0,1,28,10,200724.96,1,0,1,82872.64,1
610,2,0,37,10,140363.95,2,1,1,129563.86,0
795,0,0,36,1,151844.64,1,1,1,135388.89,0
557,0,0,27,2,0.0,2,0,1,4497.55,0
824,1,1,49,8,133231.48,1,1,1,67885.37,0
698,0,1,27,7,0.0,2,1,0,111471.55,0
630,0,0,36,8,126598.99,2,1,1,134407.93,0
609,1,0,71,6,113317.1,1,1,0,108258.22,1
694,0,1,47,4,0.0,2,1,0,197528.62,0
681,0,0,58,8,93173.88,1,1,1,139761.25,0
721,2,0,32,10,0.0,1,1,0,136119.96,1
563,1,1,44,7,105007.31,2,1,1,197812.16,0
654,2,0,32,2,0.0,1,1,1,51972.92,1
659,2,1,27,4,0.0,2,1,0,99341.87,0
674,1,0,44,4,131593.85,1,0,1,171345.02,1
576,1,1,44,9,119530.52,1,1,0,119056.68,1
566,1,1,54,4,118614.6,2,1,1,172601.62,0
545,1,1,37,9,95829.13,2,0,1,104936.88,0
798,0,1,36,1,0.0,2,1,1,159044.1,0
757,0,1,38,0,0.0,1,1,0,83263.06,0
641,0,1,50,6,153590.73,2,1,1,130910.78,0
718,0,1,29,2,0.0,1,1,0,126336.72,0
699,0,1,64,9,113109.52,1,1,0,27980.8,1
623,0,0,35,0,130557.24,1,1,1,47880.71,0
644,0,1,40,8,93183.19,1,1,0,73882.49,0
586,0,1,58,7,151933.63,1,1,0,162960.05,1
500,1,1,30,2,125495.64,2,1,1,68807.47,0
583,0,0,42,7,0.0,2,1,0,144039.05,0
595,1,0,26,8,118547.72,1,1,1,151192.18,0
670,2,1,43,1,97792.21,1,0,0,120225.62,0
610,0,1,41,6,0.0,3,0,0,56118.81,1
814,2,0,72,2,0.0,2,0,1,130853.03,0
660,0,0,40,8,167181.01,1,1,1,185156.94,0
580,1,1,35,9,121355.19,1,0,1,35671.45,0
850,0,0,81,1,0.0,2,1,1,59568.24,0
676,2,1,35,0,0.0,2,0,0,139911.58,0
578,0,1,46,5,113226.47,1,1,0,56770.76,0
579,0,0,33,1,118392.75,1,1,1,157564.75,0
711,1,0,52,8,145262.54,1,0,1,131473.31,0
692,0,1,40,6,163505.16,1,0,0,90424.09,0
760,2,0,33,1,118114.28,2,0,1,156660.21,0
630,1,0,51,0,108449.23,3,0,0,88372.69,1
808,0,1,32,1,0.0,2,1,1,46200.71,0
611,1,0,36,10,103294.56,1,1,0,160548.12,0
697,0,0,42,1,0.0,1,1,0,1262.83,1
655,0,0,38,6,0.0,1,1,1,188639.28,0
601,2,1,28,6,0.0,2,1,0,14665.28,0
755,0,1,42,2,119919.12,1,1,0,156868.21,0
553,0,1,37,1,0.0,1,1,0,30461.55,0
723,0,1,28,4,0.0,2,1,1,123885.88,0
507,2,0,34,4,0.0,2,1,1,60688.38,0
777,0,1,43,1,0.0,2,1,0,21785.91,0
566,0,1,34,3,0.0,1,0,0,188135.69,0
732,0,1,26,7,0.0,2,1,0,154364.66,0
697,0,0,42,10,0.0,2,1,0,61312.15,0
555,0,1,29,4,128744.04,1,1,1,47454.93,0
584,1,0,62,9,137727.34,2,0,1,121102.9,0
705,1,0,44,10,106731.58,1,1,0,137419.87,1
688,0,0,38,7,123544.21,1,1,1,157664.02,0
626,0,0,37,2,133968.96,2,1,0,148689.65,0
636,2,1,76,9,126534.6,1,1,1,39789.62,0
719,2,0,35,8,0.0,1,1,1,165162.4,0
706,2,1,30,6,87609.68,2,0,0,137674.55,1
731,2,1,41,3,0.0,2,1,0,101371.72,0
738,2,1,49,3,0.0,3,1,1,65066.48,1
426,0,1,34,9,0.0,2,1,0,107876.91,0
622,2,0,36,0,108960.0,2,1,0,111180.3,1
701,2,0,30,2,0.0,2,1,0,115650.63,0
512,0,1,51,6,144953.31,1,1,1,165035.17,0
635,0,1,41,4,103544.88,2,1,0,193746.55,0
685,0,1,33,6,0.0,1,1,0,58458.26,0
609,0,1,53,7,0.0,2,0,1,52332.85,0
598,1,1,38,1,101487.18,1,1,1,75959.1,1
708,0,1,52,10,105355.81,1,1,0,123.07,1
574,2,1,36,4,77967.5,1,1,0,167066.95,1
629,0,1,44,5,0.0,4,0,0,117572.59,1
422,2,0,54,4,0.0,2,1,1,7166.71,0
656,2,1,28,8,120047.77,1,1,1,137173.39,0
697,0,1,32,7,175464.85,3,1,0,116442.42,1
718,0,1,52,8,79475.3,3,1,1,32421.32,1
586,1,1,37,8,167735.69,2,0,1,104665.79,0
481,2,0,37,8,0.0,2,1,0,44215.86,0
749,0,0,33,1,74385.98,1,1,0,20164.47,0
561,1,1,49,5,94754.0,1,1,1,26691.31,0
676,2,1,27,4,0.0,1,0,1,107955.67,0
615,1,1,43,3,86920.86,1,1,1,150048.37,0
582,0,0,39,1,132077.48,2,1,0,192255.15,0
601,0,1,40,10,127847.86,1,0,0,173245.68,0
708,0,1,34,3,0.0,1,0,1,121457.88,1
708,1,1,42,9,176702.36,2,1,1,104804.74,0
797,1,0,33,10,83555.58,1,0,0,69767.14,0
682,0,1,26,8,0.0,2,1,0,178373.43,0
694,2,0,39,9,0.0,2,0,0,99924.04,0
490,0,0,40,1,0.0,1,1,1,49594.19,1
828,2,1,42,10,0.0,1,1,1,186071.14,0
594,2,0,38,7,96858.35,1,1,0,77511.45,0
579,2,1,33,1,0.0,2,1,1,54816.57,0
723,0,0,35,0,0.0,2,0,1,61290.99,0
619,1,0,42,8,132796.04,3,1,1,191821.35,1
794,2,0,30,1,154970.54,1,0,1,156768.45,0
674,1,1,44,3,88902.21,1,1,0,73731.32,0
418,0,1,28,7,98738.92,1,1,0,122190.22,0
502,0,1,33,8,0.0,2,1,1,123509.01,0
678,0,0,50,6,0.0,1,1,0,8199.5,0
599,1,1,40,10,137456.28,2,1,1,14113.11,0
736,0,1,29,4,0.0,2,0,0,51705.01,0
430,0,0,60,7,73937.02,1,1,0,161937.62,1
537,0,0,45,7,158621.04,1,1,0,120892.96,1
683,2,1,30,1,113257.2,1,1,1,65035.02,0
828,0,1,31,9,0.0,1,0,1,164257.37,0
691,0,0,29,9,116536.43,1,1,0,51987.99,0
608,2,0,28,4,0.0,2,1,0,10899.63,1
691,0,0,60,6,101070.69,1,1,0,177355.8,1
718,2,1,39,6,0.0,2,0,1,63889.1,0
680,1,0,31,3,127331.46,3,1,1,176433.6,0
838,2,0,41,5,0.0,2,1,0,81313.51,0
695,2,0,31,5,0.0,2,0,1,13998.88,0
681,0,1,46,0,105969.42,1,1,0,5771.56,0
762,0,1,36,5,119547.46,1,1,1,42693.65,0
751,2,1,38,7,0.0,2,0,0,90839.61,0
678,2,1,28,5,138668.18,1,1,1,54144.01,0
634,0,0,37,7,51582.5,2,1,1,184312.88,0
749,0,1,37,7,0.0,2,1,0,20306.79,0
590,2,1,37,6,169902.92,1,1,1,128256.18,0
610,0,0,27,4,87262.4,2,1,0,182720.07,0
502,0,1,33,7,0.0,2,0,1,4082.52,0
578,0,0,40,7,0.0,2,0,0,102233.73,0
547,0,0,32,2,0.0,2,1,0,132002.83,0
579,0,0,27,9,0.0,2,1,0,126838.7,0
661,0,1,39,5,0.0,2,0,0,181461.46,0
794,0,1,46,6,0.0,2,1,0,195325.74,0
719,0,1,61,5,0.0,2,0,1,29132.43,0
728,0,0,69,1,0.0,2,1,1,131804.86,0
598,1,1,19,3,150348.37,1,1,1,173784.04,0
822,1,0,46,3,115074.02,2,1,0,26249.86,0
670,2,0,40,3,0.0,1,1,1,182650.15,0
850,0,1,28,8,99986.98,1,1,0,196582.55,0
723,1,0,68,3,110357.0,1,0,0,141977.54,1
705,1,1,42,8,166685.92,2,1,1,55313.51,0
677,2,1,40,7,95312.8,1,1,1,62944.75,0
736,0,1,43,4,202443.47,1,1,0,72375.03,0
661,1,0,47,0,109493.62,1,0,0,188324.01,1
501,1,1,38,9,88977.39,2,0,1,133403.07,0
516,0,0,29,2,104982.57,1,1,0,157378.5,0
517,1,0,59,8,154110.99,2,1,0,101240.08,1
766,0,1,32,6,185714.28,1,1,1,102502.5,0
520,1,0,23,3,116022.53,2,1,1,37577.66,0
541,0,1,46,6,0.0,2,1,1,83456.67,0
790,1,0,34,2,164011.48,1,1,0,199420.41,0
797,0,1,31,9,0.0,2,1,1,24748.89,0
811,0,1,40,1,101514.89,1,1,1,121765.0,0
722,2,0,32,4,0.0,2,1,1,113666.48,0
675,0,1,28,9,0.0,1,1,0,134110.93,0
660,1,1,39,9,134599.33,2,1,0,183095.87,0
566,2,1,32,10,147511.26,1,1,1,159891.03,0
768,0,1,25,0,78396.08,1,1,1,8316.19,0
610,2,0,31,5,0.0,2,0,0,63736.36,0
715,0,0,31,3,110581.29,1,1,1,94715.24,0
750,1,1,42,8,151836.36,2,1,0,68695.38,0
431,1,1,45,5,83624.55,2,0,0,36899.62,0
704,0,1,24,2,148197.15,2,1,0,182775.08,0
535,2,0,30,5,122924.75,1,0,0,62390.59,1
614,0,0,38,4,72594.0,1,1,1,76042.48,0
748,0,1,38,4,115221.36,1,0,1,70956.75,0
492,1,1,51,8,117808.74,2,1,1,67311.12,0
573,0,1,40,7,147754.68,1,1,1,110454.46,0
706,2,0,53,3,0.0,3,0,0,88479.02,1
680,0,1,31,10,113292.17,1,1,1,122639.73,0
458,2,1,36,5,0.0,2,1,0,79723.78,0
612,1,1,44,2,115163.38,1,1,1,97677.52,1
809,1,1,50,10,118098.62,1,1,1,100720.02,1
590,0,1,39,9,0.0,2,1,1,104730.52,0
602,0,1,35,8,0.0,1,1,1,22499.29,0
540,2,1,37,0,120825.7,1,1,0,28257.89,0
494,0,1,25,6,0.0,2,0,1,109988.09,0
797,0,1,29,1,0.0,1,0,1,149991.32,0
526,1,1,61,6,133845.28,2,1,1,45180.8,0
631,2,1,38,7,0.0,2,1,0,181605.85,0
576,0,0,29,5,108541.04,1,1,1,126469.09,0
405,0,1,39,10,0.0,1,1,0,160810.85,1
555,0,1,30,1,0.0,2,0,0,88146.86,0
750,2,0,37,2,113817.06,1,0,0,88333.74,0
665,0,1,28,8,137300.23,1,1,0,90174.83,0
640,2,1,37,5,158024.38,1,1,0,81298.09,0
457,0,0,33,7,127837.54,1,0,1,60013.17,0
695,0,1,36,4,161533.0,1,1,0,100940.91,0
645,0,1,31,7,161171.7,2,1,0,12599.94,1
647,2,1,32,9,80958.36,1,1,1,128590.73,0
808,2,1,25,7,0.0,2,0,1,23180.37,0
641,0,1,33,2,146193.6,2,1,1,55796.83,1
700,2,1,29,8,0.0,2,0,1,152097.02,0
660,1,1,26,4,115021.76,1,0,1,162443.05,0
615,2,1,41,1,126773.43,1,1,1,55551.26,0
705,1,0,40,3,92889.91,1,1,1,109496.69,0
718,0,1,48,9,0.0,2,1,1,72105.63,0
754,0,1,61,5,146622.35,1,1,1,41815.22,1
713,1,1,45,4,131038.14,1,1,0,74005.04,1
587,0,0,46,6,88820.29,1,0,0,70224.34,0
569,2,1,31,1,115406.97,1,0,0,145528.22,0
568,0,0,38,3,132951.92,1,0,1,124486.28,0
634,1,1,74,5,108891.7,1,1,0,10078.02,0
770,1,0,46,5,141788.63,2,0,0,164967.21,0
676,2,0,64,4,116954.32,1,1,1,91149.48,0
723,1,0,47,10,90450.0,2,0,0,103379.31,1
614,1,0,39,8,125997.22,1,1,1,128049.34,1
601,2,0,41,3,0.0,2,1,0,54342.83,0
592,0,1,60,9,0.0,4,1,1,13614.01,1
605,2,0,36,9,0.0,2,0,1,35521.63,0
752,2,0,31,4,144637.86,2,1,0,40496.72,0
677,0,0,29,3,86616.35,1,0,0,91903.9,1
850,0,1,31,8,0.0,2,1,0,178667.7,0
608,1,0,48,2,127924.25,2,1,0,32202.61,0
786,2,0,34,9,0.0,2,1,0,117034.32,0
777,0,0,29,9,131240.61,1,1,1,163746.09,1
667,2,1,31,5,0.0,2,1,1,20346.69,0
848,2,1,35,5,120046.74,2,1,0,84710.65,0
486,0,0,39,8,97819.36,1,0,1,120531.31,0
598,2,0,64,1,62979.93,1,1,1,152273.57,0
506,0,0,40,3,0.0,1,1,1,144345.58,0
612,1,1,46,9,161450.03,1,1,1,96961.0,1
545,0,1,30,3,0.0,2,1,0,170307.43,0
793,0,1,56,8,119496.25,2,1,0,29880.99,0
682,0,0,30,9,0.0,2,1,1,195104.91,0
517,0,1,62,1,43772.66,3,1,0,187756.24,1
684,0,1,32,9,100249.41,2,0,1,67599.69,0
692,2,1,46,2,0.0,2,1,1,105983.09,0
740,0,0,60,5,108028.08,2,0,0,25980.42,1
666,1,1,71,1,53013.29,2,1,1,112222.64,0
693,0,1,68,2,0.0,2,1,1,59864.96,0
757,1,1,33,1,122088.67,1,1,0,42581.09,0
684,1,1,18,9,90544.0,1,0,1,4777.23,0
691,2,1,35,6,0.0,2,0,1,178038.17,0
842,0,1,44,3,141252.18,4,0,1,128521.16,1
482,0,0,35,5,147813.05,2,0,0,109029.72,0
735,0,1,55,6,134140.68,1,1,0,2267.88,0
681,0,0,63,7,0.0,2,1,1,55054.48,0
616,0,0,31,8,0.0,1,0,1,76456.17,0
850,0,0,35,2,128548.49,4,1,0,75478.95,1
635,0,1,43,10,122198.21,2,0,1,179144.54,0
638,1,1,42,8,145177.84,1,1,0,193471.74,1
820,2,0,31,2,94222.53,1,1,0,103570.8,0
694,1,0,58,1,143212.22,1,0,0,102628.56,1
713,0,1,41,3,0.0,2,1,0,55772.04,0
543,1,1,41,6,143350.41,1,1,1,192070.16,1
649,0,0,41,3,130931.83,1,1,1,144808.37,0
777,0,0,30,4,137851.31,1,1,0,5008.23,1
561,0,1,33,6,0.0,2,0,0,173680.39,0
724,2,1,41,5,0.0,1,0,1,115753.94,0
665,2,0,51,8,0.0,1,1,1,38928.48,1
441,0,1,60,1,140614.15,1,0,1,174381.23,0
579,2,1,22,3,118680.57,1,1,1,49829.8,0
777,1,1,35,7,122917.69,1,1,1,76169.68,0
739,0,0,36,0,0.0,2,0,0,133465.57,0
660,0,1,40,5,131754.11,2,1,1,38761.61,0
554,0,0,35,8,0.0,2,1,1,176779.46,0
850,0,0,24,6,0.0,2,1,1,13159.9,0
842,1,0,35,9,119948.09,1,1,0,48217.97,1
785,0,0,38,1,0.0,1,1,0,134964.85,1
550,0,1,25,0,0.0,2,1,1,184221.11,0
750,2,0,39,6,0.0,2,0,0,19264.33,0
490,2,0,38,3,97266.1,1,1,1,92797.23,0
605,1,1,28,10,113690.83,1,1,0,33114.24,0
563,2,0,42,6,99056.22,2,1,0,154347.95,1
675,0,1,34,8,0.0,2,1,1,184842.21,0
621,2,0,36,7,116338.68,1,1,1,155743.48,0
850,0,1,40,6,97339.99,1,0,1,88815.25,0
711,0,1,41,3,0.0,2,1,1,193747.57,0
549,1,0,55,1,137592.31,2,0,1,116548.02,1
764,1,1,34,6,108760.27,2,1,0,166324.79,1
627,1,1,30,3,128770.88,2,1,1,40199.01,0
850,0,0,34,2,0.0,2,0,0,51919.04,0
614,2,0,36,1,44054.84,1,1,1,73329.08,0
685,1,0,44,2,119657.53,1,1,0,145387.05,1
683,1,0,49,7,108797.63,2,0,0,140763.18,0
643,2,1,35,2,0.0,2,0,0,67979.35,0
561,1,0,49,1,102025.32,1,1,0,133051.64,1
601,2,0,20,9,122446.61,2,1,0,86791.9,0
766,0,0,27,7,158786.67,2,0,1,47579.25,0
699,0,1,29,3,125689.29,1,1,1,151623.71,0
850,1,1,29,1,154640.41,1,1,1,164039.51,0
792,1,0,50,4,146710.76,1,1,0,16528.4,1
636,1,1,67,7,136709.35,1,0,1,66753.1,1
850,1,1,43,5,129305.09,2,0,1,19244.58,0
628,2,1,40,10,0.0,2,1,0,103832.58,0
736,0,0,63,10,0.0,2,0,1,502.7,0
711,0,0,21,0,82844.33,2,0,1,1408.68,0
583,2,0,22,2,0.0,2,0,1,5985.36,0
757,0,1,46,0,0.0,2,1,0,37460.05,0
749,1,0,33,10,76692.22,1,0,1,30396.43,0
705,0,1,34,7,117715.84,1,1,0,2498.67,0
585,0,1,54,8,87105.32,1,1,1,55346.14,0
437,0,0,43,6,0.0,1,1,0,148330.97,1
741,0,0,64,2,69311.16,1,1,1,59237.72,0
738,0,1,26,9,0.0,2,1,1,48644.94,0
586,2,0,33,10,66948.67,2,1,1,140759.03,0
627,0,0,57,9,0.0,2,1,1,107712.42,0
551,2,1,76,2,128410.71,2,1,1,181718.73,0
606,1,1,38,3,99897.53,1,0,0,37054.65,0
674,0,1,22,3,0.0,1,1,1,173940.59,0
584,1,0,31,6,152622.34,1,1,0,99298.8,0
590,0,1,40,8,0.0,2,1,0,62933.03,0
585,0,1,56,4,138227.19,2,1,1,55287.84,0
508,0,0,25,2,111395.53,1,0,1,48197.06,0
458,1,1,44,7,84386.57,1,1,0,178642.73,0
692,0,0,36,3,0.0,2,1,1,8282.22,0
502,1,1,33,5,174673.65,2,1,0,33300.56,0
518,0,1,46,3,0.0,2,1,0,76515.79,0
660,1,1,46,5,109019.65,2,1,1,33680.56,0
698,1,0,52,1,107906.75,1,1,0,168886.39,1
678,0,1,54,7,128914.97,1,0,0,191746.23,1
773,2,1,63,9,111179.83,1,1,1,93091.02,0
619,1,0,52,8,124099.13,1,0,0,23904.52,0
684,1,1,59,9,122471.09,1,0,1,15807.07,0
635,0,1,34,3,134692.4,2,1,1,83773.02,0
680,0,0,25,4,123816.5,1,1,1,90162.35,0
608,1,1,34,3,106288.54,1,1,1,36639.25,0
603,1,0,55,7,127723.25,2,1,0,139469.11,1
579,2,1,43,2,145843.82,1,1,1,198402.37,1
756,1,0,34,2,148200.72,1,0,0,194584.48,0
611,0,1,30,2,104145.65,1,0,0,159629.64,0
532,1,1,24,8,142755.25,1,0,0,34231.48,0
684,1,0,63,3,81245.79,1,1,0,69643.31,1
647,1,0,33,3,168560.46,2,0,0,90270.16,0
583,0,1,38,8,0.0,1,1,0,47848.56,0
774,1,1,42,2,132193.94,2,1,1,162865.52,0
677,0,1,58,9,0.0,1,0,1,168650.4,0
542,1,1,25,8,139330.1,1,0,0,54372.37,0
613,2,1,29,0,0.0,2,0,1,133897.32,0
666,0,1,40,5,0.0,2,1,0,147878.05,0
777,0,0,28,2,134571.5,1,0,1,118313.38,0
581,1,1,50,2,143829.2,2,1,0,181224.24,1
705,0,1,32,7,0.0,2,1,0,7921.57,0
673,0,0,44,8,133444.97,1,0,1,5708.19,0
594,1,0,23,4,104753.84,2,1,0,56756.52,1
648,1,0,51,2,116574.84,1,1,0,4121.04,1
605,0,1,41,10,0.0,2,0,1,97213.09,0
734,0,0,40,9,176914.8,1,1,1,12799.23,0
572,0,0,36,8,68348.18,2,0,1,50400.32,0
595,0,0,33,9,0.0,2,1,1,41447.86,0
749,0,1,42,2,56726.83,2,0,1,185543.35,0
573,2,1,46,3,65269.23,1,0,1,189988.65,1
624,2,1,33,6,66220.17,1,0,1,170819.01,0
703,0,1,56,9,0.0,1,0,0,85547.33,1
665,0,0,41,8,96147.55,1,1,0,137037.97,0
648,0,1,42,4,0.0,2,1,0,19283.14,0
850,2,1,48,2,0.0,1,1,0,169425.3,1
569,1,0,32,8,145330.43,1,1,1,132038.65,0
566,0,0,21,3,0.0,2,1,1,3626.47,0
537,1,0,47,4,124192.28,2,1,1,50881.51,0
706,1,0,46,7,111288.18,1,1,1,149170.25,1
734,0,1,43,7,107805.67,1,0,0,182505.68,0
586,1,0,36,5,103700.69,1,1,0,194072.56,1
612,0,0,38,1,0.0,2,1,1,9209.21,0
648,0,1,34,0,0.0,1,1,1,167931.81,0
557,0,0,27,3,87739.08,1,1,1,123096.56,0
643,2,0,20,0,133313.34,1,1,1,3965.69,0
433,0,0,49,10,0.0,1,1,1,87711.61,0
643,1,1,41,7,154902.66,1,1,1,49667.28,0
488,0,0,36,0,0.0,2,1,0,136675.22,0
758,1,1,68,6,112595.85,1,1,0,35865.44,1
743,1,1,39,3,119695.75,1,0,1,26136.13,0
730,0,0,47,7,0.0,1,1,0,33373.26,1
746,2,1,49,7,0.0,2,0,1,10096.25,0
666,1,0,59,8,152614.51,2,1,1,188782.3,0
580,1,0,33,7,131647.01,2,0,0,79775.19,0
850,0,1,27,6,96654.72,2,0,0,152740.16,0
563,0,1,22,3,137583.04,1,0,1,5791.85,0
766,1,0,28,3,62717.84,2,1,1,13182.43,0
659,0,1,32,9,95377.13,1,0,1,187551.24,0
607,2,1,28,1,135936.1,2,1,1,110560.14,0
644,1,1,35,5,161591.11,3,1,1,63795.62,0
746,0,1,47,8,142382.03,1,1,1,62086.62,0
588,2,1,33,2,0.0,2,1,1,12483.56,0
691,2,1,30,9,0.0,2,0,1,10963.04,0
666,0,0,38,6,127043.09,1,1,1,8247.0,0
640,2,0,46,3,0.0,1,1,1,156260.08,0
611,1,0,29,4,78885.88,2,1,1,26927.69,0
651,2,0,45,8,95922.9,1,1,0,84782.42,1
529,0,0,29,8,0.0,2,1,0,19842.11,0
676,0,0,36,3,91711.59,1,1,1,95393.43,0
639,1,0,46,10,110031.09,2,1,1,133995.59,0
782,0,1,36,5,81210.72,2,0,1,108003.38,0
641,1,1,32,5,122947.92,1,1,1,99154.86,0
697,0,0,38,1,182065.85,1,1,0,49503.5,0
623,0,1,45,0,0.0,1,1,0,196533.72,1
494,2,0,41,2,69974.66,2,1,0,188426.13,1
731,0,0,38,10,123711.73,2,1,0,171340.68,1
657,0,1,44,6,76495.04,1,1,0,79071.89,0
744,0,0,38,9,0.0,2,0,0,20940.76,0
774,2,1,46,9,0.0,2,1,1,34774.26,0
850,1,0,45,1,121874.89,1,0,0,6865.41,1
551,0,0,45,6,0.0,2,1,1,51143.43,0
638,0,1,36,6,188455.19,1,0,0,47031.4,1
792,0,0,42,0,99045.93,2,1,0,47160.01,0
666,0,0,36,8,0.0,1,0,1,158666.99,0
716,1,0,30,2,205770.78,2,0,0,65464.66,0
594,0,0,31,0,79340.95,1,1,0,78255.86,0
600,1,1,57,9,138456.03,2,1,1,103548.25,0
565,0,1,49,7,0.0,2,1,1,89609.26,0
678,1,1,48,2,101099.9,2,0,1,193476.04,0
648,2,0,31,5,0.0,2,1,1,5199.02,0
642,0,1,40,8,109219.83,1,1,0,52827.51,0
706,1,1,67,1,123276.69,2,1,1,86507.88,1
668,2,1,43,10,113034.31,1,1,1,100423.88,0
635,2,1,41,1,0.0,2,1,0,175611.5,0
603,2,1,30,6,129548.5,2,1,1,19282.85,0
635,0,0,72,4,74812.84,1,0,1,27448.33,0
642,0,0,40,7,0.0,2,1,0,183963.34,0
785,2,0,54,1,0.0,2,1,0,45113.92,1
628,1,0,28,3,153538.13,2,1,0,110776.01,0
499,0,0,38,9,0.0,2,0,1,183042.2,0
567,2,1,34,10,0.0,2,0,1,161571.79,0
449,2,1,32,0,155619.36,1,1,1,166692.03,0
701,2,1,35,10,159693.9,2,1,1,71173.64,0
613,2,1,37,3,171653.17,1,0,1,5353.12,0
683,1,0,39,2,47685.47,2,1,1,86019.48,0
581,0,1,35,4,0.0,2,0,1,86383.82,0
620,0,1,61,5,0.0,1,0,0,31641.52,1
561,2,1,28,6,123692.0,1,1,1,70548.96,0
558,1,1,26,1,148853.29,2,1,1,24411.02,0
642,0,1,35,2,133161.95,1,0,1,122254.86,0
805,1,1,24,6,143221.35,2,1,0,186035.72,0
687,0,1,35,9,0.0,2,0,1,73133.82,0
695,2,1,56,1,0.0,3,1,0,187734.49,1
562,0,1,33,6,0.0,2,1,0,111590.35,0
613,1,1,38,9,126265.88,2,0,0,15859.95,0
589,0,1,37,5,0.0,1,1,0,61324.87,0
593,2,1,31,8,112713.34,1,1,1,176868.89,0
714,0,1,34,5,141173.03,1,0,1,98896.06,0
588,2,0,35,7,0.0,2,1,1,108739.15,0
679,2,1,39,6,0.0,2,1,0,12266.06,0
730,2,1,38,5,118866.36,1,1,1,163317.5,0
833,0,1,47,2,0.0,2,1,1,182247.77,0
586,2,0,33,7,0.0,2,1,1,168261.4,0
567,2,0,54,5,92316.31,2,1,0,158590.66,1
637,1,1,30,1,122185.53,1,1,0,102566.46,1
711,0,1,38,4,123345.85,1,1,0,141827.83,0
828,0,1,30,4,73070.18,2,0,0,161671.15,0
500,2,1,38,7,0.0,2,0,0,192013.23,0
807,0,1,47,1,95120.59,1,0,0,127875.1,0
850,0,1,40,8,102800.65,1,1,0,60811.56,0
782,0,0,70,7,97072.42,1,0,1,131177.22,0
629,2,1,31,6,132876.55,1,1,1,130862.11,0
582,2,1,33,6,0.0,2,0,1,72970.93,0
468,0,1,22,2,0.0,2,1,0,28123.99,0
670,0,1,36,3,0.0,1,1,0,140754.19,1
805,0,1,39,2,0.0,1,0,0,166650.32,0
720,0,1,26,10,51962.91,2,1,0,45507.24,0
781,2,0,29,6,98759.89,1,0,0,112202.64,0
